,index,id,lat,lon
1361,2185,89089969dc3ffff,60.188989715841636,24.787371765545913
1362,2186,89089969dc3ffff,60.188989715841636,24.787371765545913
1363,2187,89089969dc3ffff,60.188989715841636,24.787371765545913
1364,2188,89089969dc3ffff,60.188989715841636,24.787371765545913
1365,2189,89089969dc3ffff,60.188989715841636,24.787371765545913
1366,2190,89089969dc3ffff,60.188989715841636,24.787371765545913
1367,2192,89089969dc3ffff,60.188989715841636,24.787371765545913
1368,2193,89089969dc3ffff,60.188989715841636,24.787371765545913
1369,2194,89089969dc3ffff,60.188989715841636,24.787371765545913
1370,2195,89089969dc3ffff,60.188989715841636,24.787371765545913
1371,2196,89089969dc3ffff,60.188989715841636,24.787371765545913
1372,2198,89089969dcbffff,60.18660448629245,24.790289399297123
1373,2200,89089969dcfffff,60.18931809355339,24.792504529779993
1374,2201,89089969dcfffff,60.18931809355339,24.792504529779993
1375,2203,89089969dcfffff,60.18931809355339,24.792504529779993
1376,2204,89089969dcfffff,60.18931809355339,24.792504529779993
1377,2205,89089969dd3ffff,60.18866115673763,24.7822393686476
1378,2207,89089969dd3ffff,60.18866115673763,24.7822393686476
1379,2208,89089969ddbffff,60.18627609566358,24.785157180965612
1380,2209,89089969ddbffff,60.18627609566358,24.785157180965612
1381,2212,89089969e13ffff,60.15872271859474,24.796714544616027
1382,2214,89089969e13ffff,60.15872271859474,24.796714544616027
1383,2215,89089969e17ffff,60.16143616070895,24.798928520204157
1384,2216,89089969e17ffff,60.16143616070895,24.798928520204157
