,id,lat,lon
158,890899681d7ffff,60.20575308,24.72809006
159,890899681d7ffff,60.20575308,24.72809006
160,890899681d7ffff,60.20575308,24.72809006
161,890899681d7ffff,60.20575308,24.72809006
162,890899681d7ffff,60.20575308,24.72809006
163,89089968207ffff,60.1761609,24.74774007
164,89089968207ffff,60.1761609,24.74774007
165,89089968207ffff,60.1761609,24.74774007
166,89089968207ffff,60.1761609,24.74774007
167,89089968207ffff,60.1761609,24.74774007
168,89089968207ffff,60.1761609,24.74774007
169,8908996820fffff,60.17377677,24.7506582
170,8908996820fffff,60.17377677,24.7506582
171,8908996820fffff,60.17377677,24.7506582
172,8908996820fffff,60.17377677,24.7506582
173,8908996820fffff,60.17377677,24.7506582
174,8908996820fffff,60.17377677,24.7506582
175,8908996820fffff,60.17377677,24.7506582
176,8908996820fffff,60.17377677,24.7506582
177,8908996820fffff,60.17377677,24.7506582
178,89089968217ffff,60.1758312,24.74261206
179,89089968217ffff,60.1758312,24.74261206
180,89089968217ffff,60.1758312,24.74261206
181,89089968217ffff,60.1758312,24.74261206
182,8908996821bffff,60.17073358,24.74332106
183,8908996821bffff,60.17073358,24.74332106
184,8908996821bffff,60.17073358,24.74332106
185,8908996821bffff,60.17073358,24.74332106
186,8908996821bffff,60.17073358,24.74332106
187,8908996821bffff,60.17073358,24.74332106
188,8908996821bffff,60.17073358,24.74332106
189,8908996821bffff,60.17073358,24.74332106
190,8908996821bffff,60.17073358,24.74332106
191,8908996821bffff,60.17073358,24.74332106
192,8908996821bffff,60.17073358,24.74332106
193,8908996821bffff,60.17073358,24.74332106
194,8908996821bffff,60.17073358,24.74332106
